,instant,Date,Season,Month,Hour,Holiday,Weekdays,Weather-situation,Temperature,Atemp,Humidity,Windspeed,Casual,Registered,Total Count
453,454,20-01-2011,Spring,1,22,False,4,Mist,-17.644444444444446,-17.659944444444445,0.65,0.2836,0,56,56.0
454,455,20-01-2011,Spring,1,23,False,4,Mist,-17.644444444444446,-17.659944444444445,0.65,0.3284,3,28,31.0
455,456,21-01-2011,Spring,1,0,False,5,Mist,-17.644444444444446,-17.6515,0.7,0.2537,1,20,21.0
456,457,21-01-2011,Spring,1,1,False,5,Mist,-17.644444444444446,-17.6515,0.7,0.2537,0,6,6.0
457,458,21-01-2011,Spring,1,2,False,5,Light Snow,-17.644444444444446,-17.64311111111111,0.75,0.1642,0,2,2.0
458,459,21-01-2011,Spring,1,3,False,5,Light Snow,-17.655555555555555,-17.659944444444445,0.8,0.2985,0,1,1.0
459,460,21-01-2011,Spring,1,4,False,5,Mist,-17.655555555555555,-17.634666666666664,0.87,0.0896,0,1,1.0
460,461,21-01-2011,Spring,1,5,False,5,Clear,-17.644444444444446,-17.668333333333337,0.6,0.4179,1,4,5.0
461,462,21-01-2011,Spring,1,6,False,5,Clear,-17.655555555555555,-17.659944444444445,0.55,0.2537,0,27,27.0
462,463,21-01-2011,Spring,1,7,False,5,Clear,-17.666666666666668,-17.67677777777778,0.51,0.2836,2,66,68.0
463,464,21-01-2011,Spring,1,8,False,5,Clear,-17.666666666666668,-17.67677777777778,0.47,0.3284,7,210,183.5
464,465,21-01-2011,Spring,1,9,False,5,Clear,-17.666666666666668,-17.67677777777778,0.51,0.3582,7,159,166.0
465,466,21-01-2011,Spring,1,10,False,5,Clear,-17.666666666666668,-17.685166666666667,0.47,0.4627,6,57,63.0
466,467,21-01-2011,Spring,1,11,False,5,Clear,-17.655555555555555,-17.67677777777778,0.41,0.4627,6,53,59.0
467,468,21-01-2011,Spring,1,12,False,5,Clear,-17.655555555555555,-17.67677777777778,0.27,0.5522500000000001,11,67,78.0
468,469,21-01-2011,Spring,1,13,False,5,Clear,-17.666666666666668,-17.69361111111111,0.21,0.5522500000000001,8,65,73.0
469,470,21-01-2011,Spring,1,14,False,5,Clear,-17.666666666666668,-17.69361111111111,0.25,0.5224,6,56,62.0
470,471,21-01-2011,Spring,1,15,False,5,Clear,-17.688888888888886,-17.710444444444445,0.26,0.4478,4,61,65.0
471,472,21-01-2011,Spring,1,16,False,5,Clear,-17.688888888888886,-17.702,0.26,0.3582,0,97,97.0
472,473,21-01-2011,Spring,1,17,False,5,Clear,-17.700000000000003,-17.710444444444445,0.28,0.3582,10,151,161.0
473,474,21-01-2011,Spring,1,18,False,5,Clear,-17.711111111111112,-17.710444444444445,0.3,0.2537,1,119,120.0
474,475,21-01-2011,Spring,1,19,False,5,Clear,-17.711111111111112,-17.718833333333333,0.3,0.3284,3,93,96.0
475,476,21-01-2011,Spring,1,20,False,5,Clear,-17.72222222222222,-17.735666666666663,0.33,0.4179,1,52,53.0
476,477,21-01-2011,Spring,1,21,False,5,Clear,-17.733333333333334,-17.735666666666663,0.38,0.2836,0,41,41.0
477,478,21-01-2011,Spring,1,22,False,5,Clear,-17.744444444444447,-17.659944444444445,0.41,0.3881,1,33,34.0
478,479,21-01-2011,Spring,1,23,False,5,Clear,-17.744444444444447,-17.7525,0.38,0.3284,0,27,27.0
479,480,22-01-2011,Spring,1,0,False,6,Clear,-17.666666666666668,-17.659944444444445,0.45,0.2537,0,13,13.0
480,481,22-01-2011,Spring,1,1,False,6,Mist,-17.666666666666668,-17.659944444444445,0.41,0.3881,3,9,12.0
481,482,22-01-2011,Spring,1,2,False,6,Mist,-17.666666666666668,-17.659944444444445,0.41,0.2537,0,11,11.0
482,483,22-01-2011,Spring,1,3,False,6,Mist,-17.666666666666668,-17.659944444444445,0.41,0.2836,1,6,7.0
483,484,22-01-2011,Spring,1,4,False,6,Mist,-17.666666666666668,-17.659944444444445,0.48,0.2985,0,3,3.0
484,485,22-01-2011,Spring,1,6,False,6,Mist,-17.666666666666668,-17.659944444444445,0.44,0.2239,0,2,2.0
485,486,22-01-2011,Spring,1,7,False,6,Clear,-17.666666666666668,-17.659944444444445,0.44,0.2836,0,8,8.0
486,487,22-01-2011,Spring,1,8,False,6,Clear,-17.666666666666668,-17.659944444444445,0.44,0.3284,1,26,27.0
487,488,22-01-2011,Spring,1,9,False,6,Clear,-17.666666666666668,-17.659944444444445,0.41,0.2537,3,37,40.0
488,489,22-01-2011,Spring,1,10,False,6,Mist,-17.666666666666668,-17.74411111111111,0.41,0.1642,3,50,53.0
489,490,22-01-2011,Spring,1,11,False,6,Mist,-17.744444444444447,-17.735666666666663,0.38,0.1343,4,59,63.0
490,491,22-01-2011,Spring,1,12,False,6,Mist,-17.744444444444447,-17.718833333333333,0.38,0.1045,10,60,70.0
491,492,22-01-2011,Spring,1,13,False,6,Clear,-17.733333333333334,-17.685166666666667,0.35,0.0,12,72,84.0
492,493,22-01-2011,Spring,1,14,False,6,Clear,-17.72222222222222,-17.702,0.33,0.1045,11,64,75.0
493,494,22-01-2011,Spring,1,15,False,6,Clear,-17.711111111111112,-17.69361111111111,0.28,0.0,10,93,103.0
494,495,22-01-2011,Spring,1,16,False,6,Clear,-17.711111111111112,-17.702,0.28,0.194,11,72,83.0
495,496,22-01-2011,Spring,1,17,False,6,Clear,-17.711111111111112,-17.668333333333337,0.28,0.0,8,59,67.0
496,497,22-01-2011,Spring,1,18,False,6,Clear,-17.733333333333334,-17.72727777777778,0.35,0.194,0,54,54.0
497,498,22-01-2011,Spring,1,19,False,6,Clear,-17.733333333333334,-17.718833333333333,0.35,0.1343,6,53,59.0
498,499,22-01-2011,Spring,1,20,False,6,Clear,-17.744444444444447,-17.735666666666663,0.45,0.1642,1,44,45.0
499,500,22-01-2011,Spring,1,21,False,6,Clear,-17.744444444444447,-17.718833333333333,0.41,0.0896,0,39,39.0
500,501,22-01-2011,Spring,1,22,False,6,Clear,-17.744444444444447,-17.69361111111111,0.49,0.0,7,23,30.0
501,502,22-01-2011,Spring,1,23,False,6,Clear,-17.666666666666668,-17.735666666666663,0.57,0.1045,2,31,33.0
502,503,23-01-2011,Spring,1,0,False,0,Clear,-17.666666666666668,-17.735666666666663,0.57,0.1045,2,20,22.0
503,504,23-01-2011,Spring,1,1,False,0,Clear,-17.666666666666668,-17.735666666666663,0.57,0.1045,1,12,13.0
504,505,23-01-2011,Spring,1,2,False,0,Clear,-17.666666666666668,-17.74411111111111,0.62,0.1343,3,15,18.0
505,506,23-01-2011,Spring,1,3,False,0,Clear,-17.666666666666668,-17.74411111111111,0.62,0.1343,1,4,5.0
506,507,23-01-2011,Spring,1,5,False,0,Mist,-17.666666666666668,-17.735666666666663,0.57,0.1045,0,3,3.0
507,508,23-01-2011,Spring,1,6,False,0,Mist,-17.666666666666668,-17.735666666666663,0.57,0.1045,0,1,1.0
508,509,23-01-2011,Spring,1,7,False,0,Clear,-17.733333333333334,-17.718833333333333,0.58,0.1642,1,1,2.0
509,510,23-01-2011,Spring,1,8,False,0,Clear,-17.744444444444447,-17.735666666666663,0.62,0.1642,2,17,19.0
510,511,23-01-2011,Spring,1,9,False,0,Clear,-17.72222222222222,-17.735666666666663,0.54,0.3582,3,25,28.0
511,512,23-01-2011,Spring,1,10,False,0,Clear,-17.700000000000003,-17.718833333333333,0.46,0.3881,7,51,58.0
512,513,23-01-2011,Spring,1,11,False,0,Clear,-17.700000000000003,-17.702,0.43,0.2239,22,77,99.0
513,514,23-01-2011,Spring,1,12,False,0,Clear,-17.688888888888886,-17.710444444444445,0.37,0.4627,24,92,116.0
514,515,23-01-2011,Spring,1,13,False,0,Clear,-17.700000000000003,-17.718833333333333,0.33,0.3881,12,75,87.0
515,516,23-01-2011,Spring,1,14,False,0,Clear,-17.688888888888886,-17.702,0.28,0.3582,17,93,110.0
516,517,23-01-2011,Spring,1,15,False,0,Clear,-17.688888888888886,-17.702,0.28,0.3582,13,64,77.0
517,518,23-01-2011,Spring,1,16,False,0,Clear,-17.688888888888886,-17.702,0.26,0.3284,9,56,65.0
518,519,23-01-2011,Spring,1,17,False,0,Clear,-17.700000000000003,-17.718833333333333,0.26,0.3881,5,50,55.0
519,520,23-01-2011,Spring,1,18,False,0,Clear,-17.711111111111112,-17.710444444444445,0.3,0.2537,5,44,49.0
520,521,23-01-2011,Spring,1,19,False,0,Clear,-17.711111111111112,-17.710444444444445,0.3,0.2836,5,45,50.0
521,522,23-01-2011,Spring,1,20,False,0,Clear,-17.72222222222222,-17.718833333333333,0.36,0.2537,4,31,35.0
522,523,23-01-2011,Spring,1,21,False,0,Clear,-17.72222222222222,-17.718833333333333,0.36,0.194,5,20,25.0
523,524,23-01-2011,Spring,1,22,False,0,Clear,-17.733333333333334,-17.72727777777778,0.38,0.194,5,23,28.0
524,525,23-01-2011,Spring,1,23,False,0,Clear,-17.744444444444447,-17.74411111111111,0.41,0.2239,4,17,21.0
525,526,24-01-2011,Spring,1,0,False,1,Clear,-17.744444444444447,-17.74411111111111,0.41,0.194,0,7,7.0
526,527,24-01-2011,Spring,1,1,False,1,Clear,-17.666666666666668,-17.7525,0.45,0.194,0,1,1.0
527,528,24-01-2011,Spring,1,3,False,1,Clear,-17.666666666666668,-17.659944444444445,0.45,0.2537,0,1,1.0
528,529,24-01-2011,Spring,1,4,False,1,Clear,-17.666666666666668,-17.74411111111111,0.48,0.1343,0,1,1.0
529,530,24-01-2011,Spring,1,5,False,1,Clear,-17.666666666666668,-17.74411111111111,0.48,0.1343,0,5,5.0
530,531,24-01-2011,Spring,1,6,False,1,Clear,-17.666666666666668,-17.735666666666663,0.48,0.0896,0,15,15.0
531,532,24-01-2011,Spring,1,7,False,1,Clear,-17.666666666666668,-17.710444444444445,0.48,0.0,5,79,84.0
532,533,24-01-2011,Spring,1,8,False,1,Clear,-17.666666666666668,-17.702,0.49,0.0,6,171,177.0
533,534,24-01-2011,Spring,1,9,False,1,Clear,-17.744444444444447,-17.69361111111111,0.41,0.0,4,98,102.0
534,535,24-01-2011,Spring,1,10,False,1,Clear,-17.72222222222222,-17.702,0.42,0.0,6,34,40.0
535,536,24-01-2011,Spring,1,11,False,1,Clear,-17.72222222222222,-17.710444444444445,0.46,0.1343,3,43,46.0
536,537,24-01-2011,Spring,1,12,False,1,Mist,-17.711111111111112,-17.702,0.42,0.194,11,52,63.0
537,538,24-01-2011,Spring,1,13,False,1,Mist,-17.700000000000003,-17.702,0.43,0.2239,6,54,60.0
538,539,24-01-2011,Spring,1,14,False,1,Mist,-17.700000000000003,-17.702,0.46,0.2239,2,43,45.0
539,540,24-01-2011,Spring,1,15,False,1,Clear,-17.688888888888886,-17.685166666666667,0.4,0.1642,7,50,57.0
540,541,24-01-2011,Spring,1,16,False,1,Clear,-17.688888888888886,-17.69361111111111,0.47,0.2537,4,66,70.0
541,542,24-01-2011,Spring,1,17,False,1,Clear,-17.700000000000003,-17.710444444444445,0.5,0.2537,6,178,183.5
542,543,24-01-2011,Spring,1,18,False,1,Clear,-17.700000000000003,-17.702,0.59,0.194,8,145,153.0
543,544,24-01-2011,Spring,1,19,False,1,Clear,-17.700000000000003,-17.69361111111111,0.54,0.1642,5,101,106.0
544,545,24-01-2011,Spring,1,20,False,1,Clear,-17.700000000000003,-17.702,0.59,0.194,1,80,81.0
545,546,24-01-2011,Spring,1,21,False,1,Clear,-17.700000000000003,-17.69361111111111,0.63,0.1642,6,53,59.0
546,547,24-01-2011,Spring,1,22,False,1,Mist,-17.700000000000003,-17.702,0.63,0.2239,3,32,35.0
547,548,24-01-2011,Spring,1,23,False,1,Mist,-17.688888888888886,-17.69361111111111,0.64,0.2537,3,21,24.0
548,549,25-01-2011,Spring,1,0,False,2,Mist,-17.688888888888886,-17.702,0.69,0.2836,3,6,9.0
549,550,25-01-2011,Spring,1,1,False,2,Mist,-17.688888888888886,-17.685166666666667,0.69,0.1642,0,5,5.0
550,551,25-01-2011,Spring,1,2,False,2,Clear,-17.688888888888886,-17.69361111111111,0.69,0.2239,0,2,2.0
551,552,25-01-2011,Spring,1,4,False,2,Clear,-17.700000000000003,-17.685166666666667,0.74,0.1045,0,1,1.0
552,553,25-01-2011,Spring,1,5,False,2,Clear,-17.700000000000003,-17.702,0.74,0.2239,0,9,9.0
553,554,25-01-2011,Spring,1,6,False,2,Clear,-17.688888888888886,-17.67677777777778,0.74,0.1045,1,35,36.0
554,555,25-01-2011,Spring,1,7,False,2,Clear,-17.688888888888886,-17.69361111111111,0.74,0.2239,5,103,108.0
555,556,25-01-2011,Spring,1,8,False,2,Mist,-17.688888888888886,-17.67677777777778,0.74,0.1343,5,233,183.5
556,557,25-01-2011,Spring,1,9,False,2,Mist,-17.666666666666668,-17.6515,0.64,0.0896,10,134,144.0
557,558,25-01-2011,Spring,1,10,False,2,Mist,-17.655555555555555,-17.64311111111111,0.6,0.1045,6,49,55.0
558,559,25-01-2011,Spring,1,11,False,2,Mist,-17.644444444444446,-17.64311111111111,0.6,0.1343,6,55,61.0
559,560,25-01-2011,Spring,1,12,False,2,Mist,-17.633333333333333,-17.617833333333333,0.56,0.0896,21,85,106.0
560,561,25-01-2011,Spring,1,13,False,2,Mist,-17.633333333333333,-17.62627777777778,0.56,0.1343,21,72,93.0
561,562,25-01-2011,Spring,1,14,False,2,Mist,-17.61111111111111,-17.59261111111111,0.45,0.0,11,57,68.0
562,563,25-01-2011,Spring,1,15,False,2,Mist,-17.6,-17.584166666666665,0.42,0.0,21,63,84.0
563,564,25-01-2011,Spring,1,16,False,2,Mist,-17.6,-17.584166666666665,0.42,0.0,14,102,116.0
564,565,25-01-2011,Spring,1,17,False,2,Clear,-17.61111111111111,-17.59261111111111,0.45,0.0,14,208,183.5
565,566,25-01-2011,Spring,1,18,False,2,Mist,-17.61111111111111,-17.601,0.49,0.0896,7,218,183.5
566,567,25-01-2011,Spring,1,19,False,2,Mist,-17.633333333333333,-17.634666666666664,0.65,0.1642,13,133,146.0
567,568,25-01-2011,Spring,1,20,False,2,Clear,-17.644444444444446,-17.6515,0.65,0.194,16,103,119.0
568,569,25-01-2011,Spring,1,21,False,2,Clear,-17.644444444444446,-17.6515,0.65,0.194,5,40,45.0
569,570,25-01-2011,Spring,1,22,False,2,Clear,-17.655555555555555,-17.6515,0.64,0.1642,4,49,53.0
570,571,25-01-2011,Spring,1,23,False,2,Mist,-17.655555555555555,-17.6515,0.64,0.1642,3,37,40.0
571,572,26-01-2011,Spring,1,0,False,3,Mist,-17.655555555555555,-17.6515,0.69,0.1343,3,14,17.0
572,573,26-01-2011,Spring,1,1,False,3,Mist,-17.644444444444446,-17.64311111111111,0.65,0.1343,0,5,5.0
573,574,26-01-2011,Spring,1,2,False,3,Light Snow,-17.655555555555555,-17.6515,0.69,0.194,3,7,10.0
574,575,26-01-2011,Spring,1,5,False,3,Light Snow,-17.666666666666668,-17.67677777777778,0.86,0.2836,0,1,1.0
575,576,26-01-2011,Spring,1,6,False,3,Light Snow,-17.666666666666668,-17.67677777777778,0.86,0.2836,0,8,8.0
576,577,26-01-2011,Spring,1,7,False,3,Light Snow,-17.655555555555555,-17.659944444444445,0.87,0.2985,1,29,30.0
577,578,26-01-2011,Spring,1,8,False,3,Light Snow,-17.655555555555555,-17.659944444444445,0.87,0.2985,3,69,72.0
578,579,26-01-2011,Spring,1,9,False,3,Light Snow,-17.655555555555555,-17.659944444444445,0.87,0.2985,3,55,58.0
579,580,26-01-2011,Spring,1,10,False,3,Light Snow,-17.655555555555555,-17.659944444444445,0.93,0.2836,2,26,28.0
580,581,26-01-2011,Spring,1,11,False,3,Light Snow,-17.655555555555555,-17.668333333333337,0.93,0.3284,6,35,41.0
581,582,26-01-2011,Spring,1,12,False,3,Light Snow,-17.655555555555555,-17.668333333333337,0.93,0.3284,7,41,48.0
582,583,26-01-2011,Spring,1,13,False,3,Light Snow,-17.655555555555555,-17.668333333333337,0.93,0.3284,4,43,47.0
583,584,26-01-2011,Spring,1,14,False,3,Light Snow,-17.655555555555555,-17.668333333333337,0.93,0.3582,0,36,36.0
584,585,26-01-2011,Spring,1,15,False,3,Light Snow,-17.655555555555555,-17.67677777777778,0.93,0.4627,1,42,43.0
585,586,26-01-2011,Spring,1,16,False,3,Heavy Rain,-17.655555555555555,-17.668333333333337,0.93,0.3284,1,35,36.0
586,587,26-01-2011,Spring,1,17,False,3,Light Snow,-17.666666666666668,-17.67677777777778,0.93,0.3582,0,26,26.0
587,588,27-01-2011,Spring,1,16,False,4,Clear,-17.655555555555555,-17.6515,0.55,0.194,1,23,24.0
588,589,27-01-2011,Spring,1,17,False,4,Clear,-17.655555555555555,-17.64311111111111,0.55,0.1045,2,82,84.0
589,590,27-01-2011,Spring,1,18,False,4,Clear,-17.666666666666668,-17.6515,0.69,0.0896,3,101,104.0
590,591,27-01-2011,Spring,1,19,False,4,Clear,-17.666666666666668,-17.6515,0.69,0.0896,3,76,79.0
591,592,27-01-2011,Spring,1,20,False,4,Clear,-17.677777777777777,-17.659944444444445,0.74,0.0896,4,55,59.0
592,593,27-01-2011,Spring,1,21,False,4,Clear,-17.677777777777777,-17.659944444444445,0.74,0.0896,2,36,38.0
593,594,27-01-2011,Spring,1,22,False,4,Clear,-17.677777777777777,-17.659944444444445,0.74,0.0896,0,27,27.0
594,595,27-01-2011,Spring,1,23,False,4,Clear,-17.677777777777777,-17.668333333333337,0.8,0.1642,0,16,16.0
595,596,28-01-2011,Spring,1,0,False,5,Mist,-17.666666666666668,-17.659944444444445,0.75,0.1343,0,9,9.0
596,597,28-01-2011,Spring,1,1,False,5,Mist,-17.666666666666668,-17.659944444444445,0.75,0.1343,1,2,3.0
597,598,28-01-2011,Spring,1,2,False,5,Mist,-17.666666666666668,-17.659944444444445,0.75,0.1642,0,2,2.0
598,599,28-01-2011,Spring,1,3,False,5,Mist,-17.666666666666668,-17.6515,0.75,0.1045,1,0,1.0
599,600,28-01-2011,Spring,1,5,False,5,Mist,-17.677777777777777,-17.659944444444445,0.8,0.1045,0,4,4.0
600,601,28-01-2011,Spring,1,6,False,5,Mist,-17.677777777777777,-17.668333333333337,0.8,0.1343,0,16,16.0
601,602,28-01-2011,Spring,1,7,False,5,Mist,-17.688888888888886,-17.668333333333337,0.86,0.0896,2,58,60.0
602,603,28-01-2011,Spring,1,8,False,5,Mist,-17.688888888888886,-17.668333333333337,0.86,0.0896,2,155,157.0
603,604,28-01-2011,Spring,1,9,False,5,Light Snow,-17.677777777777777,-17.659944444444445,0.86,0.0896,6,95,101.0
604,605,28-01-2011,Spring,1,10,False,5,Light Snow,-17.677777777777777,-17.659944444444445,0.86,0.1045,0,49,49.0
605,606,28-01-2011,Spring,1,11,False,5,Light Snow,-17.677777777777777,-17.659944444444445,0.93,0.1045,0,30,30.0
606,607,28-01-2011,Spring,1,12,False,5,Light Snow,-17.677777777777777,-17.659944444444445,0.93,0.1045,1,28,29.0
607,608,28-01-2011,Spring,1,13,False,5,Light Snow,-17.677777777777777,-17.659944444444445,0.93,0.1045,0,31,31.0
608,609,28-01-2011,Spring,1,14,False,5,Light Snow,-17.655555555555555,-17.62627777777778,0.8,0.0,2,36,38.0
609,610,28-01-2011,Spring,1,15,False,5,Mist,-17.666666666666668,-17.634666666666664,0.86,0.0,1,40,41.0
610,620,29-01-2011,Spring,1,1,False,6,Clear,-17.655555555555555,-17.6515,0.64,0.194,0,20,20.0
611,621,29-01-2011,Spring,1,2,False,6,Clear,-17.655555555555555,-17.6515,0.64,0.1642,0,15,15.0
612,622,29-01-2011,Spring,1,3,False,6,Clear,-17.666666666666668,-17.659944444444445,0.64,0.1343,3,5,8.0
613,623,29-01-2011,Spring,1,4,False,6,Clear,-17.688888888888886,-17.67677777777778,0.69,0.1045,1,2,3.0
614,624,29-01-2011,Spring,1,6,False,6,Clear,-17.688888888888886,-17.67677777777778,0.64,0.1343,0,2,2.0
615,625,29-01-2011,Spring,1,7,False,6,Clear,-17.688888888888886,-17.67677777777778,0.59,0.1045,1,4,5.0
616,626,29-01-2011,Spring,1,8,False,6,Clear,-17.677777777777777,-17.668333333333337,0.55,0.1642,3,31,34.0
617,627,29-01-2011,Spring,1,9,False,6,Clear,-17.677777777777777,-17.659944444444445,0.59,0.0896,0,34,34.0
618,628,29-01-2011,Spring,1,10,False,6,Mist,-17.677777777777777,-17.659944444444445,0.64,0.1045,4,51,55.0
619,629,29-01-2011,Spring,1,11,False,6,Mist,-17.677777777777777,-17.668333333333337,0.64,0.1343,4,60,64.0
620,630,29-01-2011,Spring,1,12,False,6,Mist,-17.666666666666668,-17.668333333333337,0.59,0.194,12,66,78.0
621,631,29-01-2011,Spring,1,13,False,6,Mist,-17.655555555555555,-17.6515,0.55,0.1642,9,56,65.0
622,632,29-01-2011,Spring,1,14,False,6,Mist,-17.655555555555555,-17.6515,0.6,0.1343,10,89,99.0
623,633,29-01-2011,Spring,1,15,False,6,Clear,-17.655555555555555,-17.659944444444445,0.69,0.2537,22,98,120.0
624,634,29-01-2011,Spring,1,16,False,6,Clear,-17.644444444444446,-17.64311111111111,0.6,0.1642,19,88,107.0
625,635,29-01-2011,Spring,1,17,False,6,Clear,-17.644444444444446,-17.617833333333333,0.6,0.0,9,82,91.0
626,636,29-01-2011,Spring,1,18,False,6,Clear,-17.655555555555555,-17.6515,0.69,0.1343,9,59,68.0
627,637,29-01-2011,Spring,1,19,False,6,Mist,-17.655555555555555,-17.659944444444445,0.69,0.2537,6,52,58.0
628,638,29-01-2011,Spring,1,20,False,6,Clear,-17.677777777777777,-17.659944444444445,0.74,0.0896,1,42,43.0
629,639,29-01-2011,Spring,1,21,False,6,Clear,-17.677777777777777,-17.659944444444445,0.74,0.0896,1,35,36.0
630,640,29-01-2011,Spring,1,22,False,6,Clear,-17.688888888888886,-17.668333333333337,0.8,0.0896,4,28,32.0
631,641,29-01-2011,Spring,1,23,False,6,Clear,-17.688888888888886,-17.668333333333337,0.8,0.0896,3,30,33.0
632,642,30-01-2011,Spring,1,0,False,0,Clear,-17.688888888888886,-17.67677777777778,0.8,0.1045,0,33,33.0
633,643,30-01-2011,Spring,1,1,False,0,Clear,-17.700000000000003,-17.659944444444445,0.8,0.0,7,22,29.0
634,644,30-01-2011,Spring,1,2,False,0,Clear,-17.688888888888886,-17.6515,0.8,0.0,1,10,11.0
635,645,30-01-2011,Spring,1,3,False,0,Clear,-17.700000000000003,-17.659944444444445,0.93,0.0,1,7,8.0
636,646,30-01-2011,Spring,1,4,False,0,Clear,-17.700000000000003,-17.659944444444445,0.93,0.0,0,1,1.0
637,647,30-01-2011,Spring,1,5,False,0,Clear,-17.700000000000003,-17.659944444444445,0.86,0.0,0,3,3.0
638,648,30-01-2011,Spring,1,7,False,0,Clear,-17.700000000000003,-17.659944444444445,0.86,0.0,0,3,3.0
639,649,30-01-2011,Spring,1,8,False,0,Mist,-17.700000000000003,-17.659944444444445,0.86,0.0,1,11,12.0
640,650,30-01-2011,Spring,1,9,False,0,Mist,-17.688888888888886,-17.6515,0.8,0.0,4,34,38.0
641,651,30-01-2011,Spring,1,10,False,0,Mist,-17.677777777777777,-17.64311111111111,0.8,0.0,7,57,64.0
642,652,30-01-2011,Spring,1,11,False,0,Clear,-17.655555555555555,-17.62627777777778,0.75,0.0,9,50,59.0
643,653,30-01-2011,Spring,1,12,False,0,Clear,-17.61111111111111,-17.601,0.52,0.1045,10,87,97.0
644,654,30-01-2011,Spring,1,13,False,0,Clear,-17.62222222222222,-17.617833333333333,0.61,0.1045,13,71,84.0
645,655,30-01-2011,Spring,1,14,False,0,Clear,-17.62222222222222,-17.609444444444442,0.61,0.0896,18,104,122.0
646,656,30-01-2011,Spring,1,15,False,0,Clear,-17.61111111111111,-17.59261111111111,0.56,0.0,14,95,109.0
647,657,30-01-2011,Spring,1,16,False,0,Clear,-17.61111111111111,-17.59261111111111,0.56,0.0,19,104,123.0
648,658,30-01-2011,Spring,1,17,False,0,Clear,-17.61111111111111,-17.617833333333333,0.56,0.194,6,71,77.0
649,659,30-01-2011,Spring,1,18,False,0,Clear,-17.633333333333333,-17.634666666666664,0.65,0.1642,8,57,65.0
650,660,30-01-2011,Spring,1,19,False,0,Clear,-17.633333333333333,-17.634666666666664,0.65,0.194,9,46,55.0
651,661,30-01-2011,Spring,1,20,False,0,Mist,-17.633333333333333,-17.62627777777778,0.65,0.1045,3,30,33.0
652,662,30-01-2011,Spring,1,21,False,0,Mist,-17.644444444444446,-17.64311111111111,0.7,0.1642,3,25,28.0
653,663,30-01-2011,Spring,1,22,False,0,Mist,-17.644444444444446,-17.6515,0.7,0.194,2,19,21.0
654,664,30-01-2011,Spring,1,23,False,0,Mist,-17.644444444444446,-17.659944444444445,0.65,0.2836,5,16,21.0
655,665,31-01-2011,Spring,1,0,False,1,Mist,-17.644444444444446,-17.6515,0.65,0.2239,1,6,7.0
656,666,31-01-2011,Spring,1,1,False,1,Clear,-17.655555555555555,-17.659944444444445,0.64,0.2537,2,5,7.0
657,667,31-01-2011,Spring,1,2,False,1,Clear,-17.655555555555555,-17.6515,0.64,0.194,0,1,1.0
658,668,31-01-2011,Spring,1,3,False,1,Clear,-17.655555555555555,-17.6515,0.64,0.194,0,2,2.0
659,669,31-01-2011,Spring,1,4,False,1,Clear,-17.666666666666668,-17.668333333333337,0.59,0.2239,0,2,2.0
660,670,31-01-2011,Spring,1,5,False,1,Clear,-17.677777777777777,-17.685166666666667,0.64,0.2836,0,8,8.0
661,671,31-01-2011,Spring,1,6,False,1,Clear,-17.688888888888886,-17.702,0.69,0.3284,0,37,37.0
662,672,31-01-2011,Spring,1,7,False,1,Mist,-17.688888888888886,-17.702,0.64,0.2836,1,71,72.0
663,673,31-01-2011,Spring,1,8,False,1,Mist,-17.688888888888886,-17.702,0.59,0.2836,3,182,183.5
664,674,31-01-2011,Spring,1,9,False,1,Mist,-17.688888888888886,-17.702,0.59,0.2985,0,112,112.0
665,675,31-01-2011,Spring,1,10,False,1,Mist,-17.688888888888886,-17.69361111111111,0.59,0.194,1,68,69.0
666,676,31-01-2011,Spring,1,11,False,1,Mist,-17.688888888888886,-17.69361111111111,0.59,0.194,2,46,48.0
667,677,31-01-2011,Spring,1,12,False,1,Mist,-17.677777777777777,-17.659944444444445,0.55,0.1045,6,62,68.0
668,678,31-01-2011,Spring,1,13,False,1,Mist,-17.688888888888886,-17.6515,0.59,0.0,2,52,54.0
669,679,31-01-2011,Spring,1,14,False,1,Mist,-17.677777777777777,-17.668333333333337,0.55,0.1343,1,85,86.0
670,680,31-01-2011,Spring,1,15,False,1,Mist,-17.688888888888886,-17.67677777777778,0.59,0.1343,3,41,44.0
671,681,31-01-2011,Spring,1,16,False,1,Mist,-17.688888888888886,-17.67677777777778,0.56,0.194,3,83,86.0
672,682,31-01-2011,Spring,1,17,False,1,Mist,-17.688888888888886,-17.69361111111111,0.59,0.194,6,155,161.0
673,683,31-01-2011,Spring,1,18,False,1,Mist,-17.688888888888886,-17.69361111111111,0.55,0.2239,3,153,156.0
674,684,31-01-2011,Spring,1,19,False,1,Clear,-17.61111111111111,-17.601,0.61,0.1045,3,108,111.0
675,685,31-01-2011,Spring,1,20,False,1,Light Snow,-17.688888888888886,-17.685166666666667,0.59,0.1642,0,78,78.0
676,686,31-01-2011,Spring,1,21,False,1,Light Snow,-17.688888888888886,-17.668333333333337,0.59,0.0896,3,53,56.0
677,687,31-01-2011,Spring,1,22,False,1,Mist,-17.688888888888886,-17.67677777777778,0.59,0.1045,0,34,34.0
678,688,31-01-2011,Spring,1,23,False,1,Mist,-17.688888888888886,-17.668333333333337,0.64,0.0896,2,15,17.0
679,689,01-02-2011,Spring,2,0,False,2,Mist,-17.688888888888886,-17.67677777777778,0.64,0.1045,2,6,8.0
